"id";"customer_id";"order_date";"price";"cogs";"payment_method";"sku_name";"category";"qty_ordered";"before_discount";"discount_amount";"after_discount";"is_gross";"is_valid";"is_net";"brand"
"ODR1111336599a";"C993531L";"2022-02-23";62002.0;51156.0;"jazzwallet";"emart_Magic Hose Pipe 75 Ft";"Home & Living";1;62002.0;0.0;62002.0;1;0;0;"others"
"ODR1116457650x";"C517907L";"2022-10-08";159500.0;97266.0;"cod";"sheraton_FMOTORS_01";"Health & Sports";1;159500.0;0.0;159500.0;1;1;1;"others"
"ODR1119282607l";"C192625L";"2021-08-07";919300.0;671060.0;"ublcreditcard";"tcl_ 24 inch D2720 HD Ready LED TV";"Entertainment";1;919300.0;0.0;919300.0;1;0;0;"others"
"ODR1119964698b";"C225180L";"2021-08-11";59856.0;53824.0;"cod";"phub_Hope  by Rasasi 75ml  EDP";"Beauty & Grooming";1;59856.0;0.0;59856.0;1;1;1;"others"
"ODR1120310291y";"C708473L";"2021-09-18";34510.0;29290.0;"cod";"Progressive_9781474813860";"Books";1;34510.0;0.0;34510.0;1;1;1;"others"
"ODR1120954274s";"C504900L";"2021-11-20";121800.0;59160.0;"cod";"Aladdin_Wrench_Snap N Grip_01";"Others";1;121800.0;0.0;121800.0;1;1;0;"others"
"ODR1123439651p";"C218108L";"2021-06-11";98600.0;68672.0;"cod";"vitamin_Vita Growth";"Health & Sports";1;98600.0;0.0;98600.0;1;1;1;"others"
"ODR1126180881t";"C875194L";"2022-01-14";57420.0;51098.0;"cod";"nutrifactor_NF002";"Health & Sports";2;114840.0;0.0;114840.0;1;1;0;"others"
"ODR1129414841e";"C652751L";"2022-07-26";4756000.0;3757240.0;"cod";"Ifitness_T300";"Health & Sports";1;4756000.0;0.0;4756000.0;1;0;0;"others"
"ODR1130362205c";"C702126L";"2021-09-23";219820.0;175856.0;"cod";"BO_funballs-CR-100";"Kids & Baby";1;219820.0;0.0;219820.0;1;1;0;"others"
"ODR1131384330p";"C597119L";"2022-04-16";28942.0;11716.0;"cod";"emart_0-64";"Home & Living";3;86826.0;0.0;86826.0;1;1;1;"others"
"ODR1131476208d";"C356814L";"2021-11-20";809100.0;606796.0;"cod";"MORG_GCS 27";"Health & Sports";1;809100.0;0.0;809100.0;1;0;0;"others"
"ODR1132131859d";"C800136L";"2022-01-05";264480.0;224808.0;"cod";"IKEA_50139877";"Home & Living";1;264480.0;0.0;264480.0;1;1;0;"others"
"ODR1134642269p";"C479992L";"2022-04-24";3069360.0;2332702.0;"cod";"plk_PD/ 988 873_60";"Men Fashion";1;3069360.0;0.0;3069360.0;1;1;1;"others"
"ODR1137425622e";"C872421L";"2021-10-23";19140.0;17226.0;"cod";"RS_Baklawa 500gm";"Soghaat";50;957000.0;0.0;957000.0;1;1;1;"others"
"ODR1138415240o";"C845061L";"2022-02-07";96570.0;74356.0;"cod";"sehgalmotors_268986";"Superstore";1;96570.0;0.0;96570.0;1;1;1;"others"
"ODR1139009608g";"C452735L";"2022-01-15";182700.0;131544.0;"cod";"emart_Dry Iron NI-22awt";"Appliances";1;182700.0;0.0;182700.0;1;1;1;"others"
"ODR1139685121i";"C374625L";"2021-08-13";104168.0;70238.0;"cod";"liberty_9780751565355";"Books";1;104168.0;0.0;104168.0;1;1;1;"others"
"ODR1139724476z";"C908348L";"2021-08-20";75342.0;49706.0;"cod";"Rubian_alphatronix-7019-1926235-1-zoom";"Kids & Baby";1;75342.0;0.0;75342.0;1;1;1;"others"
"ODR1140388270o";"C189144L";"2022-10-07";5680404.0;4089870.0;"Easypay";"iPhone7-Red-256GB";"Mobiles & Tablets";1;5680404.0;0.0;5680404.0;1;0;0;"apple"
"ODR1140968710n";"C194353L";"2021-07-14";79750.0;64554.0;"cod";"Audionic_B-880";"Computing";1;79750.0;0.0;79750.0;1;1;0;"others"
"ODR1141049636k";"C149895L";"2022-07-20";84100.0;59682.0;"cod";"Zia_EN11";"Books";2;168200.0;0.0;168200.0;1;1;0;"others"
"ODR1141613786e";"C224183L";"2022-04-16";80910.0;48546.0;"Easypay";"Liberty_9780670087648";"Books";1;80910.0;0.0;80910.0;1;0;0;"others"
"ODR1145135368o";"C907186L";"2022-02-06";3632192.0;2818452.0;"Easypay";"Samsung_S7 Edge-Black";"Mobiles & Tablets";1;3632192.0;0.0;3632192.0;1;0;0;"samsung"
"ODR1145541340r";"C809029L";"2021-01-10";173942.0;130442.0;"cod";"Bata_Power-8389002-44-10";"Men Fashion";1;173942.0;0.0;173942.0;1;1;1;"others"
"ODR1147600911l";"C864005L";"2021-02-07";1166032.0;965758.0;"internetbanking";"Eco Star_32U557";"Entertainment";1;1166032.0;0.0;1166032.0;1;0;0;"others"
"ODR1149010175i";"C850251L";"2022-06-05";400200.0;277530.0;"cod";"nabila_Nchant FOR Olive";"Beauty & Grooming";1;400200.0;0.0;400200.0;1;1;1;"others"
"ODR1149666725n";"C637564L";"2022-04-08";162400.0;128296.0;"cod";"Herbo Natural_5";"Health & Sports";1;162400.0;0.0;162400.0;1;1;1;"others"
"ODR1149930133q";"C879144L";"2021-11-15";120350.0;80620.0;"cod";"kansai_NeverWet";"Others";10;1203500.0;0.0;1203500.0;1;1;1;"others"
"ODR1150108319c";"C837608L";"2022-02-17";139200.0;115536.0;"cod";"audionic_6954217532172";"Others";1;139200.0;0.0;139200.0;1;1;0;"others"
"ODR1152723373x";"C494158L";"2021-09-14";81142.0;51910.0;"cod";"MEGUIAR_A1214";"Others";1;81142.0;0.0;81142.0;1;1;1;"others"
"ODR1153145615s";"C191776L";"2022-03-08";435000.0;382800.0;"cod";"Ifitness_Mini-Bike";"Health & Sports";1;435000.0;0.0;435000.0;1;1;1;"others"
"ODR1153196366r";"C620963L";"2021-10-20";2291000.0;1855710.0;"cod";"AmanJee_PB003";"Women Fashion";1;2291000.0;0.0;2291000.0;1;0;0;"others"
"ODR1154090783n";"C203544L";"2022-04-20";358730.0;261870.0;"Easypay";"tmx_wtch_ T2E581_4";"Men Fashion";1;358730.0;53809.5;304920.5;1;0;0;"others"
"ODR1156540507x";"C654928L";"2021-11-25";596240.0;512720.0;"cod";"timex_T2P232";"Women Fashion";1;596240.0;0.0;596240.0;1;0;0;"others"
"ODR1157009449l";"C529046L";"2021-12-16";580000.0;382800.0;"cod";"Culzado_CZM-260-42";"Men Fashion";1;580000.0;0.0;580000.0;1;0;0;"others"
"ODR1157061964b";"C706324L";"2022-02-03";290000.0;174000.0;"cod";"ISN_Concentrated-Chocolate-2lbs";"Health & Sports";1;290000.0;0.0;290000.0;1;1;1;"others"
"ODR1157750230b";"C391618L";"2022-01-06";3172020.0;1934880.0;"Easypay";"HP_15AY-15-Ay105NE-ci5";"Computing";1;3172020.0;0.0;3172020.0;1;0;0;"others"
"ODR1158464487p";"C556985L";"2022-03-05";232000.0;171680.0;"cod";"Sigma_1689";"Health & Sports";1;232000.0;0.0;232000.0;1;1;0;"others"
"ODR1160502066z";"C995184L";"2022-01-03";17400.0;14616.0;"cod";"edukaan_7013-A4 - 6 Subjects";"School & Education";1;17400.0;0.0;17400.0;1;1;1;"others"
"ODR1160774599n";"C216698L";"2021-07-31";102138.0;81664.0;"cod";"Audionic_6-954217-534473";"Entertainment";1;102138.0;0.0;102138.0;1;1;0;"others"
"ODR1161254042f";"C355284L";"2021-04-08";312446.0;187456.0;"cod";"sanasafinaz_march16_9A-Nationwide Delivery";"Women Fashion";1;312446.0;0.0;312446.0;1;1;0;"others"
"ODR1161894054i";"C615419L";"2022-02-27";40542.0;29580.0;"cod";"Blooming_Round Neck Tees-8 to 9 Years";"Kids & Baby";1;40542.0;0.0;40542.0;1;1;0;"others"
"ODR1163392611q";"C623383L";"2021-10-29";507500.0;456750.0;"Payaxis";"Nova_NLJ-1001";"Men Fashion";1;507500.0;0.0;507500.0;1;1;1;"others"
"ODR1163914893g";"C469416L";"2021-12-25";3219000.0;2832720.0;"cod";"HP_AB201TUN8L18PA";"Others";1;3219000.0;0.0;3219000.0;1;1;0;"others"
"ODR1165299594e";"C774952L";"2022-02-26";33060.0;22794.0;"cod";"barico_BS012-";"School & Education";1;33060.0;0.0;33060.0;1;1;0;"others"
"ODR1169423461m";"C413536L";"2021-12-12";1591520.0;1098114.0;"cod";"timex_T2P103";"Men Fashion";1;1591520.0;0.0;1591520.0;1;0;0;"others"
"ODR1169699129p";"C149990L";"2021-12-16";4734540.0;3787632.0;"cod";"Apple iPhone 6S Plus 16GB Silver";"Mobiles & Tablets";1;4734540.0;0.0;4734540.0;1;1;0;"apple"
"ODR1172856108w";"C536383L";"2022-07-05";147900.0;127194.0;"cod";"Base_1847";"Health & Sports";1;147900.0;0.0;147900.0;1;1;1;"others"
"ODR1173186341m";"C307127L";"2021-10-23";46400.0;29232.0;"cod";"col_qadri_96989179647058";"Books";1;46400.0;0.0;46400.0;1;1;1;"others"
"ODR1174219603x";"C920542L";"2021-09-11";377000.0;301600.0;"cod";"shubinak_SWWF14-Kurta-011-M - 36";"Women Fashion";1;377000.0;0.0;377000.0;1;1;1;"others"
"ODR1174254745p";"C521347L";"2021-09-08";40310.0;29000.0;"cod";"cr_MABROOM DATES (375 GM)";"Soghaat";2;80620.0;0.0;80620.0;1;1;1;"others"
"ODR1175839712h";"C642425L";"2022-05-24";30450.0;23896.0;"cod";"jn_900g";"Superstore";3;91350.0;0.0;91350.0;1;1;1;"others"
"ODR1177098176f";"C532671L";"2022-08-01";16820.0;12934.0;"cod";"BO_shovel-truck-orange";"Kids & Baby";2;33640.0;0.0;33640.0;1;1;1;"others"
"ODR1177732378v";"C378684L";"2022-01-31";982520.0;648440.0;"cod";"TBG_TBG-S-V-016";"Women Fashion";1;982520.0;0.0;982520.0;1;1;0;"others"
"ODR1178648863m";"C215074L";"2022-02-01";345100.0;271440.0;"Payaxis";"majestic_15 Pc Cookware Set - Beige";"Home & Living";1;345100.0;0.0;345100.0;1;1;1;"others"
"ODR1182050040h";"C474741L";"2022-01-15";841000.0;630750.0;"Payaxis";"MORG_GCS 25";"Health & Sports";1;841000.0;0.0;841000.0;1;0;0;"others"
"ODR1182920461i";"C405771L";"2021-07-30";400200.0;272136.0;"cod";"nabila_Ngage FOR Honey";"Beauty & Grooming";1;400200.0;0.0;400200.0;1;1;1;"others"
"ODR1183093404h";"C778477L";"2021-09-14";9280.0;5626.0;"cod";"Topline_Priciples of Commerce";"School & Education";1;9280.0;0.0;9280.0;1;1;1;"others"
"ODR1186704055t";"C897819L";"2022-02-20";571300.0;388484.0;"cod";"it_Imp-luxe17-07";"Women Fashion";1;571300.0;0.0;571300.0;1;1;1;"others"
"ODR1189102251d";"C421614L";"2022-06-17";58000.0;38280.0;"Payaxis";"Saylani_School-Fee-Per-Month-One-Child";"Others";2;116000.0;40600.0;75400.0;1;1;1;"others"
"ODR1189395250g";"C127410L";"2021-11-25";5852142.0;3255250.0;"jazzvoucher";"iphone_7-plus-32gb-wof-Gold";"Mobiles & Tablets";1;5852142.0;0.0;5852142.0;1;0;0;"apple"
"ODR1194325930j";"C191188L";"2022-02-23";4054200.0;2335080.0;"cod";"huawei_Mate 9-mocjha brown";"Mobiles & Tablets";1;4054200.0;0.0;4054200.0;1;1;0;"huawei"
"ODR1195781621v";"C527055L";"2022-07-15";261000.0;277530.0;"cod";"nabila_Nchant FOR Olive";"Beauty & Grooming";2;522000.0;0.0;522000.0;1;0;0;"others"
"ODR1196340161n";"C297858L";"2022-06-15";4929942.0;3450942.0;"Payaxis";"Samsung_48inchesJ5000";"Entertainment";1;4929942.0;58000.0;4871942.0;1;0;0;"samsung"
"ODR1197959625d";"C695592L";"2021-07-26";997600.0;847960.0;"ublcreditcard";"dawlance_DW-6500 Grey";"Appliances";1;997600.0;0.0;997600.0;1;1;1;"others"
"ODR1198458220o";"C256446L";"2022-05-28";2059000.0;1832510.0;"Easypay";"Kenwood_KLV-1215";"Appliances";1;2059000.0;0.0;2059000.0;1;1;0;"others"
"ODR1199127091i";"C398847L";"2022-07-17";354090.0;233682.0;"jazzwallet";"sehgalmotors_7007";"Superstore";1;354090.0;0.0;354090.0;1;0;0;"others"
"ODR1199902865g";"C751329L";"2021-09-24";16820.0;12934.0;"cod";"BO_shovel-truck-orange";"Kids & Baby";5;84100.0;0.0;84100.0;1;1;1;"others"
"ODR1200912919m";"C943270L";"2021-12-31";1314686.0;1064880.0;"cod";"SUPER ASIA_GH 555-55 GLN CAPACITY";"Appliances";1;1314686.0;0.0;1314686.0;1;1;0;"others"
"ODR1200987737j";"C720280L";"2021-09-12";957000.0;717750.0;"Payaxis";"Bose_626237-0020";"Computing";1;957000.0;0.0;957000.0;1;0;0;"others"
"ODR1202472297v";"C617766L";"2022-05-07";571300.0;462724.0;"Payaxis";"it_Imp-luxe17-01";"Women Fashion";1;571300.0;0.0;571300.0;1;0;0;"others"
"ODR1203665578h";"C752545L";"2022-04-28";2604200.0;1562520.0;"cod";"Changhong Ruba 40 Inches D4000i Smart LED";"Entertainment";1;2604200.0;0.0;2604200.0;1;1;0;"others"
"ODR1203782355j";"C480851L";"2022-07-07";1249900.0;1037388.0;"Easypay";"AYS_32B8500";"Entertainment";1;1249900.0;0.0;1249900.0;1;0;0;"others"
"ODR1206072817h";"C444616L";"2022-10-04";3770000.0;2840782.0;"Easypay";"samsung_G935F-Blue";"Mobiles & Tablets";2;7540000.0;0.0;7540000.0;1;0;0;"samsung"
"ODR1211996326b";"C958287L";"2021-08-17";184440.0;154918.0;"cod";"Dawlance_bundle_DWEK-8229_clear";"Others";1;184440.0;0.0;184440.0;1;1;0;"others"
"ODR1217285031j";"C661647L";"2022-06-05";118320.0;86362.0;"jazzwallet";"RAF_800mlx12";"Superstore";1;118320.0;0.0;118320.0;1;0;0;"others"
"ODR1217611672v";"C701732L";"2021-08-12";159500.0;100456.0;"cod";"Life source_MB-240";"Health & Sports";1;159500.0;0.0;159500.0;1;1;1;"others"
"ODR1218073082f";"C139855L";"2021-10-10";95700.0;64090.0;"cod";"TTA_7005-6Y";"Kids & Baby";1;95700.0;0.0;95700.0;1;1;0;"others"
"ODR1220196733t";"C441523L";"2022-01-27";377000.0;312910.0;"cod";"naushemian_#0034-M";"Women Fashion";1;377000.0;0.0;377000.0;1;1;1;"others"
"ODR1221988074t";"C697369L";"2022-05-20";3949800.0;3475824.0;"cod";"HP_Core-i5-6200U";"Computing";1;3949800.0;0.0;3949800.0;1;1;1;"others"
"ODR1223442200k";"C806665L";"2021-11-17";231942.0;192502.0;"cod";"Prime_T12-BLACK-2XL";"Men Fashion";2;463884.0;0.0;463884.0;1;0;0;"others"
"ODR1224022315r";"C700603L";"2021-05-11";4581942.0;3879040.0;"Payaxis";"samsungGALAXY S-7 EDGE 32GB LTE";"Mobiles & Tablets";4;18327768.0;0.0;18327768.0;1;0;0;"samsung"
"ODR1224113091i";"C400506L";"2021-07-29";69600.0;41760.0;"ublcreditcard";"Truck Art Porcelain Mug M2";"Home & Living";2;139200.0;0.0;139200.0;1;1;1;"others"
"ODR1234289420v";"C350808L";"2022-06-24";19720.0;14152.0;"cod";"LS_8961008200927";"Superstore";3;59160.0;0.0;59160.0;1;1;0;"others"
"ODR1235151817h";"C738725L";"2021-09-16";231942.0;187862.0;"cod";"B-power_8286332-44";"Men Fashion";1;231942.0;0.0;231942.0;1;1;0;"others"
"ODR1236241982s";"C734785L";"2021-11-08";1449942.0;1232442.0;"internetbanking";"Zuk Z1-Grey-Lahore";"Mobiles & Tablets";2;2899884.0;0.0;2899884.0;1;1;1;"others"
"ODR1236520825o";"C621883L";"2021-08-14";147900.0;112404.0;"cod";"Q&Q_F298-204Y";"Men Fashion";1;147900.0;0.0;147900.0;1;1;1;"others"
"ODR1238479430q";"C972737L";"2022-03-20";2700248.0;2025186.0;"cod";"Haier_HSU-18LKE";"Appliances";1;2700248.0;0.0;2700248.0;1;1;0;"others"
"ODR1240810411q";"C373791L";"2022-09-04";464000.0;343360.0;"cod";"GA_PM-152-136192";"Women Fashion";1;464000.0;0.0;464000.0;1;1;1;"others"
"ODR1243782475d";"C487680L";"2021-09-27";17400.0;13398.0;"cod";"Topline_Waheed Murad His Life and Our Times";"Books";1;17400.0;0.0;17400.0;1;1;1;"others"
"ODR1244716282j";"C415016L";"2022-01-19";522000.0;310590.0;"customercredit";"HOS-m_HRMTDHM100";"Beauty & Grooming";1;522000.0;0.0;522000.0;1;1;1;"others"
"ODR1247348647j";"C219951L";"2021-09-13";57942.0;99992.0;"cod";"Vouch 365 2016";"Others";1;57942.0;0.0;57942.0;1;1;1;"others"
"ODR1250019169h";"C830977L";"2022-06-22";58000.0;43500.0;"Easypay";"RB_HouseholdBundle";"Superstore";2;116000.0;17400.0;98600.0;1;0;0;"others"
"ODR1250177625p";"C503615L";"2022-07-30";17400.0;14442.0;"cod";"RBC_Glimpses of Quaid-e-Azam";"Books";1;17400.0;0.0;17400.0;1;1;1;"others"
"ODR1251050980v";"C483318L";"2022-01-22";57942.0;52954.0;"cod";"Rubian_20-S";"Men Fashion";8;463536.0;0.0;463536.0;1;1;1;"others"
"ODR1252159342o";"C283866L";"2021-01-09";550420.0;401766.0;"mygateway";"AKL_A131131293_FC-12";"Women Fashion";1;550420.0;0.0;550420.0;1;0;0;"others"
"ODR1252492788n";"C899192L";"2021-08-31";3422000.0;2361180.0;"cod";"Xpert_XRH-SB-90";"Appliances";1;3422000.0;0.0;3422000.0;1;1;0;"others"
"ODR1253152883b";"C898759L";"2022-02-27";58000.0;43500.0;"cod";"RB_HouseholdBundle";"Superstore";2;116000.0;0.0;116000.0;1;1;1;"others"
"ODR1253487187y";"C811261L";"2022-02-15";696000.0;445440.0;"cod";"shubinak_SWS14-JAK-1017-XS";"Women Fashion";1;696000.0;0.0;696000.0;1;1;1;"others"
"ODR1253717990z";"C565819L";"2021-11-28";59450.0;45762.0;"cod";"cr_AJWA DATES (400 GM)";"Soghaat";1;59450.0;0.0;59450.0;1;1;1;"others"
"ODR1254781912g";"C941247L";"2021-01-09";7656000.0;5052960.0;"mygateway";"Apple MacBook Air 13-inch 1.6GHz dual-core Intel Core i5";"Computing";1;7656000.0;0.0;7656000.0;1;0;0;"apple"
"ODR1255510794n";"C846307L";"2021-03-11";28420.0;19604.0;"cod";"BO_topfastRc-yellow";"Kids & Baby";8;227360.0;0.0;227360.0;1;1;1;"others"
"ODR1257744770h";"C788509L";"2021-08-30";3480000.0;2644800.0;"cod";"Naushemian_#0028-Offwhite-M";"Women Fashion";1;3480000.0;0.0;3480000.0;1;1;0;"others"
"ODR1258724847o";"C875936L";"2022-01-16";22040.0;18560.0;"customercredit";"cr_ALMOND PLAIN-200 GM";"Soghaat";3;66120.0;0.0;66120.0;1;1;1;"others"
"ODR1260785929e";"C172885L";"2022-05-15";6959942.0;5776742.0;"cashatdoorstep";"Samsung_RSA1STMG";"Appliances";1;6959942.0;0.0;6959942.0;1;1;0;"samsung"
"ODR1261333029i";"C260117L";"2021-01-12";4734540.0;3787632.0;"Payaxis";"Apple iPhone 6S Plus 16GB Silver";"Mobiles & Tablets";1;4734540.0;0.0;4734540.0;1;0;0;"apple"
"ODR1261999226u";"C522216L";"2022-05-31";551000.0;352640.0;"cod";"ALK_FC-16-17-A131140057";"Women Fashion";2;1102000.0;0.0;1102000.0;1;1;0;"others"
"ODR1265565573y";"C471171L";"2022-05-01";69600.0;52954.0;"customercredit";"snap_Snap Home-care Kit";"Superstore";1;69600.0;0.0;69600.0;1;1;1;"others"
"ODR1268089244y";"C434388L";"2021-12-20";57942.0;38222.0;"cod";"Xenium_PFF-2016140";"Beauty & Grooming";1;57942.0;0.0;57942.0;1;1;0;"others"
"ODR1268600050k";"C245825L";"2021-10-07";183280.0;111766.0;"cod";"JBS_WEN-062";"Home & Living";1;183280.0;29000.0;154280.0;1;1;1;"others"
"ODR1268607967f";"C225630L";"2021-07-14";33060.0;20126.0;"cod";"Al Muhafiz Sohan Halwa Cashew";"Soghaat";2;66120.0;0.0;66120.0;1;1;1;"others"
"ODR1269197371b";"C533639L";"2022-06-14";57710.0;46690.0;"cod";"liberty_9781843322924";"Books";1;57710.0;0.0;57710.0;1;0;0;"others"
"ODR1270930024b";"C980973L";"2021-11-28";2720200.0;2284968.0;"Payaxis";"R&I_Split AC - Crystal Series 18000BTU";"Appliances";1;2720200.0;0.0;2720200.0;1;0;0;"others"
"ODR1271546982w";"C956932L";"2022-04-03";145000.0;92800.0;"cod";"vitamin_230";"Health & Sports";1;145000.0;0.0;145000.0;1;1;0;"others"
"ODR1272165688y";"C304970L";"2021-12-24";9280.0;5568.0;"cod";"Al-Bakio_1A141";"School & Education";1;9280.0;0.0;9280.0;1;1;1;"others"
"ODR1272738514u";"C948604L";"2022-07-06";493000.0;350030.0;"Payaxis";"ALK_FC-13-17-A131140054";"Women Fashion";1;493000.0;0.0;493000.0;1;0;0;"others"
"ODR1274650557g";"C439232L";"2021-10-17";71050.0;55390.0;"cod";"texi tech_LCD Wall mount KIT 422840";"Entertainment";1;71050.0;0.0;71050.0;1;1;0;"others"
"ODR1282129843m";"C314557L";"2022-05-22";4524000.0;4593600.0;"Payaxis";"FHM_BOXTER1";"Home & Living";2;9048000.0;116000.0;8932000.0;1;0;0;"others"
"ODR1282466816i";"C287848L";"2022-03-02";12180.0;9918.0;"cod";"RS_Nan Khatai";"Soghaat";20;243600.0;0.0;243600.0;1;1;1;"others"
"ODR1282966160x";"C867007L";"2022-06-30";4582000.0;4123800.0;"cod";"HP_450-G4-Core-i7-7500U";"Computing";1;4582000.0;0.0;4582000.0;1;1;0;"others"
"ODR1285928303f";"C289850L";"2022-04-28";162400.0;128296.0;"cod";"MoosaE_SR004";"Home & Living";1;162400.0;0.0;162400.0;1;1;1;"others"
"ODR1286487019l";"C301066L";"2022-03-29";936062.0;795644.0;"cod";"Ricoh_Black Laser SP-210SF (4 in 1)";"Computing";1;936062.0;0.0;936062.0;1;1;1;"others"
"ODR1287222568a";"C266096L";"2021-09-30";119828.0;77836.0;"cod";"Paramount_9781910561324";"Books";4;479312.0;0.0;479312.0;1;1;1;"others"
"ODR1287604410n";"C986058L";"2022-10-07";38512.0;29232.0;"cod";"stinnos_1323";"Kids & Baby";1;38512.0;0.0;38512.0;1;1;0;"others"
"ODR1289853690y";"C969119L";"2022-03-31";841000.0;529830.0;"cod";"SNU_Tena-Durrani-TD16W-Kelly";"Women Fashion";2;1682000.0;0.0;1682000.0;1;1;1;"others"
"ODR1290063205z";"C942480L";"2022-02-20";400200.0;256128.0;"cod";"Nvite for Fair Skin No Makeup Face Perfecting Palette";"Beauty & Grooming";1;400200.0;0.0;400200.0;1;1;1;"others"
"ODR1294680720c";"C765912L";"2021-12-29";40020.0;25578.0;"cod";"Route_km256-L";"Others";1;40020.0;0.0;40020.0;1;1;0;"others"
"ODR1295786486o";"C607344L";"2022-09-05";377638.0;332282.0;"cod";"seagate_SG E-1TB";"Computing";1;377638.0;0.0;377638.0;1;1;1;"others"
"ODR1295939517a";"C184107L";"2021-09-12";78300.0;58696.0;"cod";"stinnos_WoodAlpha";"Kids & Baby";1;78300.0;0.0;78300.0;1;1;0;"others"
"ODR1296338668p";"C822607L";"2022-02-22";46342.0;40310.0;"cod";"US-MSK-13-3T";"Kids & Baby";1;46342.0;0.0;46342.0;1;1;0;"others"
"ODR1298921605b";"C670896L";"2022-09-03";464000.0;320160.0;"cod";"GA_PM-157-136194";"Women Fashion";1;464000.0;0.0;464000.0;1;1;1;"others"
"ODR1301358748v";"C188809L";"2022-06-20";69600.0;57768.0;"cod";"baklawa_Baklava Mix Sweets 1Kg";"Soghaat";3;208800.0;0.0;208800.0;1;1;1;"others"
"ODR1301458103h";"C433401L";"2021-04-08";14674.0;9976.0;"cod";"edukaan_7067-A4 - 5 Subjects";"School & Education";1;14674.0;0.0;14674.0;1;1;1;"others"
"ODR1301901919q";"C517976L";"2022-06-25";2170534.0;1345716.0;"Payaxis";"cc_samsung_A520-LIGHT BLUE";"Mobiles & Tablets";1;2170534.0;0.0;2170534.0;1;0;0;"samsung"
"ODR1306444234s";"C204382L";"2021-07-28";985942.0;778882.0;"cod";"centrix_Scootify - Blue  Self Balancing Scooter";"Kids & Baby";1;985942.0;0.0;985942.0;1;1;0;"others"
"ODR1308032776f";"C872920L";"2022-05-03";2783942.0;2338502.0;"cod";"Samsung_Samsung 40 Inch J5000 Full HD LED TV";"Entertainment";1;2783942.0;0.0;2783942.0;1;1;0;"samsung"
"ODR1313035414c";"C378684L";"2022-04-27";3069360.0;2332702.0;"cod";"plk_PD/ 988 873_60";"Men Fashion";1;3069360.0;0.0;3069360.0;1;1;0;"others"
"ODR1313092962k";"C555245L";"2021-08-09";16182.0;12412.0;"cod";"Fmate_Coconut Halwa";"Superstore";1;16182.0;0.0;16182.0;1;1;1;"others"
"ODR1316849290d";"C363466L";"2022-04-25";3958500.0;2918038.0;"Payaxis";"AYS_A-C-KDC-1804S2";"Appliances";1;3958500.0;0.0;3958500.0;1;1;0;"others"
"ODR1318031315w";"C910983L";"2021-09-18";109910.0;86826.0;"cod";"J&J_JJCC-024";"Kids & Baby";1;109910.0;0.0;109910.0;1;1;0;"others"
"ODR1318813834i";"C467527L";"2022-04-04";46400.0;31088.0;"cod";"BO_Nicer-Dicer-Plus-Green";"Home & Living";2;92800.0;0.0;92800.0;1;1;1;"others"
"ODR1319432863z";"C378684L";"2021-10-15";5338900.0;3683812.0;"cod";"lenovo_80J2002XUE";"Computing";1;5338900.0;0.0;5338900.0;1;1;0;"lenovo"
"ODR1322322452w";"C598984L";"2022-06-18";2159630.0;1496110.0;"Payaxis";"HP_Scanner-M225dw";"Computing";1;2159630.0;58000.0;2101630.0;1;1;1;"others"
"ODR1325492520a";"C828643L";"2021-10-20";120640.0;100108.0;"cod";"Life source_LS-5001";"Health & Sports";1;120640.0;0.0;120640.0;1;1;1;"others"
"ODR1325822871m";"C574874L";"2022-03-23";63742.0;41412.0;"Easypay";"streets_SS-63-L";"Men Fashion";7;446194.0;0.0;446194.0;1;0;0;"others"
"ODR1327540902h";"C931442L";"2021-04-07";46400.0;39904.0;"cod";"vitamin_Super Yohimbe 1000";"Health & Sports";1;46400.0;0.0;46400.0;1;1;1;"others"
"ODR1327729148r";"C670551L";"2021-11-29";376942.0;263842.0;"Payaxis";"delsey_Delsey Tuileries 2";"Home & Living";1;376942.0;0.0;376942.0;1;0;0;"others"
"ODR1327956129z";"C959097L";"2022-04-02";17400.0;12006.0;"Payaxis";"edukaan_7034-A4 - 300 Pages";"School & Education";1;17400.0;0.0;17400.0;1;1;1;"others"
"ODR1329335056b";"C474548L";"2021-08-14";83404.0;27666.0;"cod";"Aladdin_bike_cover";"Others";3;250212.0;0.0;250212.0;1;1;1;"others"
"ODR1329341949s";"C500105L";"2022-06-03";1392.0;870.0;"cod";"swi_MXP10";"School & Education";3;4176.0;975.56;3200.44;1;1;0;"others"
"ODR1329476706u";"C491827L";"2021-12-12";22504.0;18908.0;"jazzvoucher";"Al Muhafiz Sohan Halwa Almond";"Soghaat";2;45008.0;0.0;45008.0;1;1;1;"others"
"ODR1329987580n";"C433743L";"2021-08-18";121742.0;76676.0;"cod";"emart_0-56";"Home & Living";1;121742.0;0.0;121742.0;1;1;0;"others"
"ODR1332378507q";"C402534L";"2021-08-16";232000.0;183280.0;"cod";"greenroot_Fit Aura 7";"Health & Sports";1;232000.0;0.0;232000.0;1;1;1;"others"
"ODR1336383848m";"C864285L";"2021-10-19";31900.0;23896.0;"cod";"redspot_9810477198";"School & Education";1;31900.0;0.0;31900.0;1;1;1;"others"
"ODR1338523581t";"C972737L";"2021-08-18";113100.0;67860.0;"cod";"sst_Chakito-Regular fit-Medium";"Men Fashion";1;113100.0;0.0;113100.0;1;1;0;"others"
